old_url,old_type,current_target,current_target_type,target_index_status,gap_type,recommended_action,notes
https://www.blancareal.com/property/houses-for-sale-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/casas, but the current target is still noindex."
https://www.blancareal.com/property/houses-for-sale-malaga/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/houses-for-sale-mijas/,property,https://blancareal.com/en/properties/mijas/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/casas, but the current target is still noindex."
https://www.blancareal.com/property/local-comercial-las-terrazas-de-miraflores/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/luxury-apartments-with-sea-views-in-ojen/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/luxury-flat-with-sea-view-in-marbella-2/,property,https://blancareal.com/en/properties/marbella/search/sea-view/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/search/sea-view, but the current target is still noindex."
https://www.blancareal.com/property/luxury-flat-with-sea-view-in-marbella/,property,https://blancareal.com/en/properties/marbella/search/sea-view/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/search/sea-view, but the current target is still noindex."
https://www.blancareal.com/property/luxury-villa-at-the-heart-of-conde-de-urena/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/luxury-villa-in-mijas-costa-del-sol/,property,https://blancareal.com/en/properties/mijas/villas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/villas, but the current target is still noindex."
https://www.blancareal.com/property/luxury-villa-nueva-andalucia-marbella/,property,https://blancareal.com/en/properties/marbella/nueva-andalucia/villas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/nueva-andalucia/villas, but the current target is still noindex."
https://www.blancareal.com/property/new-build-3-beds-penthouse-fuengirola-costa-del-sol/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/new-build-flats-in-el-higueron-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/new-build-property-los-pacos-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/new-construction-luxury-villa-with-swimming-pool-in-el-higueron-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/new-construction-villa-in-el-higueron-2/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/new-construction-villa-in-el-higueron/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/new-construction-villas-with-sea-views-in-manilva/,property,https://blancareal.com/en/properties/manilva/search/sea-view/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to manilva/search/sea-view, but the current target is still noindex."
https://www.blancareal.com/property/new-development-apartments-estepona-costa-del-sol/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/new-houses-for-sale-in-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/casas, but the current target is still noindex."
https://www.blancareal.com/property/newly-built-3-bedrooms-apartments-fuengirola-costa-del-sol/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/newly-built-apartments-fuengirola-costa-del-sol/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/newly-built-apartments-in-el-higueron-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/newly-built-appartments-fuengirola-costa-del-sol/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/newly-built-flats-in-el-higueron-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/newly-built-luxury-appartment-costa-del-sol/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/newly-built-penthouse-apartment-in-el-higueron/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/penthouse-with-private-pool-for-sale-in-estepona/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/penthouses-with-sea-views-in-estepona/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/piso-3-habitaciones-marbella-este/,property,https://blancareal.com/en/properties/marbella/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/pisos, but the current target is still noindex."
https://www.blancareal.com/property/plot-in-nueva-andalucia-with-project-marbella/,property,https://blancareal.com/en/properties/marbella/nueva-andalucia/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/nueva-andalucia, but the current target is still noindex."
https://www.blancareal.com/property/plot-with-luxury-villa-project-close-to-marbella/,property,https://blancareal.com/en/properties/marbella/villas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/villas, but the current target is still noindex."
https://www.blancareal.com/property/refined-contemporary-living-between-nature-and-marbella/,property,https://blancareal.com/en/properties/marbella/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella, but the current target is still noindex."
https://www.blancareal.com/property/semi-detached-villa-with-sea-view/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/spectacular-new-build-property-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/search/new-build/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/search/new-build, but the current target is still noindex."
https://www.blancareal.com/property/staylish-villa-with-sea-views-marbella-east/,property,https://blancareal.com/en/properties/marbella/search/sea-view/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/search/sea-view, but the current target is still noindex."
https://www.blancareal.com/property/stilvolle-villa-mit-meerblick-in-marbella-este-costa-del-sol/,property,https://blancareal.com/en/properties/marbella/search/sea-view/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/search/sea-view, but the current target is still noindex."
https://www.blancareal.com/property/townhouse-in-las-lagunas-de-mijas/,property,https://blancareal.com/en/properties/mijas/las-lagunas/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/las-lagunas/casas, but the current target is still noindex."
https://www.blancareal.com/property/townhouse-with-sea-and-fuengirola-views-costa-del-sol/,property,https://blancareal.com/en/properties/fuengirola/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/casas, but the current target is still noindex."
https://www.blancareal.com/property/urban-plot-for-sale-torrox-malaga/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/villa-for-sale-in-marbella/,property,https://blancareal.com/en/properties/marbella/villas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/villas, but the current target is still noindex."
https://www.blancareal.com/property/viviendas-con-vistas-panoramicas-al-mar-y-al-golf-en-un-entorno-exclusivo/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/wonderful-indipendent-detached-villa-in-cabopino-marbella/,property,https://blancareal.com/en/properties/marbella/villas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/villas, but the current target is still noindex."
https://www.blancareal.com/real-estate-boom/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/style-properties-costa-del-sol/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/sustainable-fuengirola/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/trade-war-us-costa-del-sol-europe-international/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/who-pays-real-estate-commission-fees-in-spain/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/why-invest-in-andalusia/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
