new_url,lang,url_type,index_status,included_in_current_sitemap,canonical_target,source,entity_id,entity_slug,old_url,redirect_target,redirect_type,migration_status,priority,notes
https://blancareal.com/de/commercialization/,de,service,indexable,yes,https://blancareal.com/de/commercialization/,static_route,/de/commercialization/,commercialization,,,,pending_legacy_mapping,high,Public service page.
https://blancareal.com/de/contact/,de,core,indexable,yes,https://blancareal.com/de/contact/,static_route,/de/contact/,contact,,,,pending_legacy_mapping,high,Primary contact page.
https://blancareal.com/de/legal-services/,de,service,indexable,yes,https://blancareal.com/de/legal-services/,static_route,/de/legal-services/,legal-services,,,,pending_legacy_mapping,high,Public service page.
https://blancareal.com/de/legal/cookies/,de,legal,indexable,no,https://blancareal.com/de/legal/cookies/,static_route,/de/legal/cookies/,legal/cookies,,,,pending_legacy_mapping,medium,Public legal page; not currently in sitemap.
https://blancareal.com/de/legal/privacy/,de,legal,indexable,no,https://blancareal.com/de/legal/privacy/,static_route,/de/legal/privacy/,legal/privacy,,,,pending_legacy_mapping,medium,Public legal page; not currently in sitemap.
https://blancareal.com/de/marketing-3d/,de,service,indexable,no,https://blancareal.com/de/marketing-3d/,static_route,/de/marketing-3d/,marketing-3d,,,,pending_legacy_mapping,medium,Public service page not currently present in sitemap.
https://blancareal.com/de/post/__future-post-slug__/,de,post_detail,excluded_public,no,,manual_future_template,,__template__,,,,template_pending,planned,Future editorial article template row.
https://blancareal.com/de/post/dorronsoro-architekten-hinter-calahonda-sunset/,de,post_detail,indexable,yes,https://blancareal.com/de/post/dorronsoro-architekten-hinter-calahonda-sunset/,posts_data,post-2026-dorronsoro-calahonda-sunset,dorronsoro-architekten-hinter-calahonda-sunset,,,,pending_legacy_mapping,high,published_at=2026-02-23 category=interview
https://blancareal.com/de/post/haus-verkaufen-blancareal/,de,post_detail,indexable,yes,https://blancareal.com/de/post/haus-verkaufen-blancareal/,posts_data,post-2026-vender-casa-blancareal-legal-marketing,haus-verkaufen-blancareal,,,,pending_legacy_mapping,high,published_at=2026-02-08 category=service
https://blancareal.com/de/post/rechtliche-information-illegale-besetzung-spanien/,de,post_detail,indexable,yes,https://blancareal.com/de/post/rechtliche-information-illegale-besetzung-spanien/,posts_data,post-2026-informacion-legal-ocupacion-ilegal-espana,rechtliche-information-illegale-besetzung-spanien,,,,pending_legacy_mapping,high,published_at=2026-02-23 category=legal
https://blancareal.com/de/post/steuern-zahlen-costa-del-sol-immobilie/,de,post_detail,indexable,yes,https://blancareal.com/de/post/steuern-zahlen-costa-del-sol-immobilie/,posts_data,post-2026-costa-del-sol-property-taxes-andalucia,steuern-zahlen-costa-del-sol-immobilie,,,,pending_legacy_mapping,high,published_at=2026-02-08 category=guide
https://blancareal.com/de/post/warum-haus-kaufen-malaga-mit-immobilienagentur/,de,post_detail,indexable,yes,https://blancareal.com/de/post/warum-haus-kaufen-malaga-mit-immobilienagentur/,posts_data,post-2026-why-buy-house-malaga-with-agency,warum-haus-kaufen-malaga-mit-immobilienagentur,,,,pending_legacy_mapping,high,published_at=2026-02-08 category=guide
https://blancareal.com/de/post/wohnung-an-touristen-vermieten-andalusien/,de,post_detail,indexable,yes,https://blancareal.com/de/post/wohnung-an-touristen-vermieten-andalusien/,posts_data,post-2026-alquilar-mi-vivienda-para-turistas,wohnung-an-touristen-vermieten-andalusien,,,,pending_legacy_mapping,high,published_at=2026-02-23 category=guide
https://blancareal.com/de/posts/,de,post_index,indexable,yes,https://blancareal.com/de/posts/,static_route,/de/posts/,posts,,,,pending_legacy_mapping,high,Editorial index page.
https://blancareal.com/de/projects/,de,project,indexable,yes,https://blancareal.com/de/projects/,static_route,/de/projects/,projects,,,,pending_legacy_mapping,high,Project showcase index.
https://blancareal.com/de/properties/,de,core,indexable,yes,https://blancareal.com/de/properties/,static_route,/de/properties/,properties,,,,pending_legacy_mapping,critical,Main catalogue index.
https://blancareal.com/de/properties/__future-landing-slug__/,de,property_landing,excluded_public,no,,manual_future_template,,__template__,,,,template_pending,planned,Future SEO landing template row.
https://blancareal.com/de/properties/fuengirola/,de,property_landing,indexable,yes,https://blancareal.com/de/properties/fuengirola/,dynamic_landings,fuengirola,fuengirola,,,,pending_legacy_mapping,high,landing_kind=city results=6 eligibility=keep show_in_hub=yes
https://blancareal.com/de/properties/fuengirola/casas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/casas/,dynamic_landings,fuengirola/casas,fuengirola/casas,,,,pending_legacy_mapping,low,landing_kind=city-type results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/los-boliches/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/los-boliches/,dynamic_landings,fuengirola/los-boliches,fuengirola/los-boliches,,,,pending_legacy_mapping,low,landing_kind=city-area results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/fuengirola/los-boliches/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/los-boliches/pisos/,dynamic_landings,fuengirola/los-boliches/pisos,fuengirola/los-boliches/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/fuengirola/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/pisos/,dynamic_landings,fuengirola/pisos,fuengirola/pisos,,,,pending_legacy_mapping,low,landing_kind=city-type results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/search/gated-community/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/search/gated-community/,dynamic_landings,fuengirola/search/gated-community,fuengirola/search/gated-community,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/fuengirola/search/new-build/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/search/new-build/,dynamic_landings,fuengirola/search/new-build,fuengirola/search/new-build,,,,pending_legacy_mapping,low,landing_kind=city-popular results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/search/pool/,de,property_landing,indexable,no,https://blancareal.com/de/properties/fuengirola/search/pool/,dynamic_landings,fuengirola/search/pool,fuengirola/search/pool,,,,pending_legacy_mapping,medium,landing_kind=city-popular results=3 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/search/sea-view/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/search/sea-view/,dynamic_landings,fuengirola/search/sea-view,fuengirola/search/sea-view,,,,pending_legacy_mapping,low,landing_kind=city-popular results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/search/villas-de-lujo/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/search/villas-de-lujo/,dynamic_landings,fuengirola/search/villas-de-lujo,fuengirola/search/villas-de-lujo,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/fuengirola/torreblanca/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/torreblanca/,dynamic_landings,fuengirola/torreblanca,fuengirola/torreblanca,,,,pending_legacy_mapping,low,landing_kind=city-area results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/torreblanca/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/torreblanca/pisos/,dynamic_landings,fuengirola/torreblanca/pisos,fuengirola/torreblanca/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/fuengirola/torreblanca/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/torreblanca/villas/,dynamic_landings,fuengirola/torreblanca/villas,fuengirola/torreblanca/villas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/fuengirola/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/fuengirola/villas/,dynamic_landings,fuengirola/villas,fuengirola/villas,,,,pending_legacy_mapping,low,landing_kind=city-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/manilva/,de,property_landing,noindex,no,https://blancareal.com/de/properties/manilva/,dynamic_landings,manilva,manilva,,,,pending_legacy_mapping,low,landing_kind=city results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/manilva/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/manilva/pisos/,dynamic_landings,manilva/pisos,manilva/pisos,,,,pending_legacy_mapping,low,landing_kind=city-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/manilva/search/new-build/,de,property_landing,noindex,no,https://blancareal.com/de/properties/manilva/search/new-build/,dynamic_landings,manilva/search/new-build,manilva/search/new-build,,,,pending_legacy_mapping,low,landing_kind=city-popular results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/manilva/search/sea-view/,de,property_landing,noindex,no,https://blancareal.com/de/properties/manilva/search/sea-view/,dynamic_landings,manilva/search/sea-view,manilva/search/sea-view,,,,pending_legacy_mapping,low,landing_kind=city-popular results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/manilva/search/villas-de-lujo/,de,property_landing,noindex,no,https://blancareal.com/de/properties/manilva/search/villas-de-lujo/,dynamic_landings,manilva/search/villas-de-lujo,manilva/search/villas-de-lujo,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/manilva/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/manilva/villas/,dynamic_landings,manilva/villas,manilva/villas,,,,pending_legacy_mapping,low,landing_kind=city-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/,dynamic_landings,marbella,marbella,,,,pending_legacy_mapping,low,landing_kind=city results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/casas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/casas/,dynamic_landings,marbella/casas,marbella/casas,,,,pending_legacy_mapping,low,landing_kind=city-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/nueva-andalucia/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/nueva-andalucia/,dynamic_landings,marbella/nueva-andalucia,marbella/nueva-andalucia,,,,pending_legacy_mapping,low,landing_kind=city-area results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/nueva-andalucia/casas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/nueva-andalucia/casas/,dynamic_landings,marbella/nueva-andalucia/casas,marbella/nueva-andalucia/casas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/nueva-andalucia/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/nueva-andalucia/pisos/,dynamic_landings,marbella/nueva-andalucia/pisos,marbella/nueva-andalucia/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/nueva-andalucia/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/nueva-andalucia/villas/,dynamic_landings,marbella/nueva-andalucia/villas,marbella/nueva-andalucia/villas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/pisos/,dynamic_landings,marbella/pisos,marbella/pisos,,,,pending_legacy_mapping,low,landing_kind=city-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/puerto-banus/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/puerto-banus/,dynamic_landings,marbella/puerto-banus,marbella/puerto-banus,,,,pending_legacy_mapping,low,landing_kind=city-area results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/puerto-banus/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/puerto-banus/pisos/,dynamic_landings,marbella/puerto-banus/pisos,marbella/puerto-banus/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/puerto-banus/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/puerto-banus/villas/,dynamic_landings,marbella/puerto-banus/villas,marbella/puerto-banus/villas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/search/gated-community/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/search/gated-community/,dynamic_landings,marbella/search/gated-community,marbella/search/gated-community,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/search/new-build/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/search/new-build/,dynamic_landings,marbella/search/new-build,marbella/search/new-build,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/search/pool/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/search/pool/,dynamic_landings,marbella/search/pool,marbella/search/pool,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/search/sea-view/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/search/sea-view/,dynamic_landings,marbella/search/sea-view,marbella/search/sea-view,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/search/villas-de-lujo/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/search/villas-de-lujo/,dynamic_landings,marbella/search/villas-de-lujo,marbella/search/villas-de-lujo,,,,pending_legacy_mapping,low,landing_kind=city-popular results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/marbella/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/marbella/villas/,dynamic_landings,marbella/villas,marbella/villas,,,,pending_legacy_mapping,low,landing_kind=city-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/,de,property_landing,indexable,yes,https://blancareal.com/de/properties/mijas/,dynamic_landings,mijas,mijas,,,,pending_legacy_mapping,high,landing_kind=city results=4 eligibility=keep show_in_hub=yes
https://blancareal.com/de/properties/mijas/calahonda/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/calahonda/,dynamic_landings,mijas/calahonda,mijas/calahonda,,,,pending_legacy_mapping,low,landing_kind=city-area results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/calahonda/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/calahonda/pisos/,dynamic_landings,mijas/calahonda/pisos,mijas/calahonda/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/calahonda/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/calahonda/villas/,dynamic_landings,mijas/calahonda/villas,mijas/calahonda/villas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/casas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/casas/,dynamic_landings,mijas/casas,mijas/casas,,,,pending_legacy_mapping,low,landing_kind=city-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/la-cala/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/la-cala/,dynamic_landings,mijas/la-cala,mijas/la-cala,,,,pending_legacy_mapping,low,landing_kind=city-area results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/la-cala/casas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/la-cala/casas/,dynamic_landings,mijas/la-cala/casas,mijas/la-cala/casas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/la-cala/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/la-cala/pisos/,dynamic_landings,mijas/la-cala/pisos,mijas/la-cala/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/la-cala/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/la-cala/villas/,dynamic_landings,mijas/la-cala/villas,mijas/la-cala/villas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/las-lagunas/,de,property_landing,indexable,yes,https://blancareal.com/de/properties/mijas/las-lagunas/,dynamic_landings,mijas/las-lagunas,mijas/las-lagunas,,,,pending_legacy_mapping,high,landing_kind=city-area results=2 eligibility=keep show_in_hub=no
https://blancareal.com/de/properties/mijas/las-lagunas/casas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/las-lagunas/casas/,dynamic_landings,mijas/las-lagunas/casas,mijas/las-lagunas/casas,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=0 eligibility=remove show_in_hub=no
https://blancareal.com/de/properties/mijas/las-lagunas/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/las-lagunas/pisos/,dynamic_landings,mijas/las-lagunas/pisos,mijas/las-lagunas/pisos,,,,pending_legacy_mapping,low,landing_kind=city-area-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/pisos/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/pisos/,dynamic_landings,mijas/pisos,mijas/pisos,,,,pending_legacy_mapping,low,landing_kind=city-type results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/search/gated-community/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/search/gated-community/,dynamic_landings,mijas/search/gated-community,mijas/search/gated-community,,,,pending_legacy_mapping,low,landing_kind=city-popular results=2 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/search/new-build/,de,property_landing,indexable,no,https://blancareal.com/de/properties/mijas/search/new-build/,dynamic_landings,mijas/search/new-build,mijas/search/new-build,,,,pending_legacy_mapping,medium,landing_kind=city-popular results=3 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/search/pool/,de,property_landing,indexable,no,https://blancareal.com/de/properties/mijas/search/pool/,dynamic_landings,mijas/search/pool,mijas/search/pool,,,,pending_legacy_mapping,medium,landing_kind=city-popular results=3 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/properties/mijas/search/sea-view/,de,property_landing,indexable,yes,https://blancareal.com/de/properties/mijas/search/sea-view/,dynamic_landings,mijas/search/sea-view,mijas/search/sea-view,,,,pending_legacy_mapping,high,landing_kind=city-popular results=3 eligibility=keep show_in_hub=yes
https://blancareal.com/de/properties/mijas/search/villas-de-lujo/,de,property_landing,indexable,yes,https://blancareal.com/de/properties/mijas/search/villas-de-lujo/,dynamic_landings,mijas/search/villas-de-lujo,mijas/search/villas-de-lujo,,,,pending_legacy_mapping,high,landing_kind=city-popular results=7 eligibility=keep show_in_hub=no
https://blancareal.com/de/properties/mijas/villas/,de,property_landing,noindex,no,https://blancareal.com/de/properties/mijas/villas/,dynamic_landings,mijas/villas,mijas/villas,,,,pending_legacy_mapping,low,landing_kind=city-type results=1 eligibility=keep_nohub show_in_hub=no
https://blancareal.com/de/property/__future-property-slug__/,de,property,excluded_public,no,,manual_future_template,,__template__,,,,template_pending,planned,Future property detail template row.
https://blancareal.com/de/property/2-schlafzimmer-apartment-san-pedro-de-alcantara/,de,property,indexable,yes,https://blancareal.com/de/property/2-schlafzimmer-apartment-san-pedro-de-alcantara/,dynamic_properties,A0449412,2-schlafzimmer-apartment-san-pedro-de-alcantara,,,,pending_legacy_mapping,high,listing_type=promotion status=available public indexable detail URL.
https://blancareal.com/de/property/3-schlafzimmer-apartment-san-pedro-de-alcantara/,de,property,indexable,yes,https://blancareal.com/de/property/3-schlafzimmer-apartment-san-pedro-de-alcantara/,dynamic_properties,A0449413,3-schlafzimmer-apartment-san-pedro-de-alcantara,,,,pending_legacy_mapping,high,listing_type=promotion status=available public indexable detail URL.
https://blancareal.com/de/property/apartment-san-pedro-de-alcantara/,de,property,indexable,yes,https://blancareal.com/de/property/apartment-san-pedro-de-alcantara/,dynamic_properties,A0449411,apartment-san-pedro-de-alcantara,,,,pending_legacy_mapping,high,listing_type=promotion status=available public indexable detail URL.
https://blancareal.com/de/property/duplex-penthouse-4-schlafzimmer-fuengirola/,de,property,indexable,yes,https://blancareal.com/de/property/duplex-penthouse-4-schlafzimmer-fuengirola/,dynamic_properties,PT0400,duplex-penthouse-4-schlafzimmer-fuengirola,,,,pending_legacy_mapping,high,listing_type=resale status=available public indexable detail URL.
https://blancareal.com/de/property/einheit-1-nylva-homes-manilva/,de,property,noindex,no,https://blancareal.com/de/property/einheit-1-nylva-homes-manilva/,dynamic_properties,PM0079-01,einheit-1-nylva-homes-manilva,,,,pending_legacy_mapping,medium,listing_type=unit status=sold public detail kept as noindex.
https://blancareal.com/de/property/einheit-10-nylva-homes-manilva/,de,property,noindex,no,https://blancareal.com/de/property/einheit-10-nylva-homes-manilva/,dynamic_properties,PM0079-10,einheit-10-nylva-homes-manilva,,,,pending_legacy_mapping,medium,listing_type=unit status=sold public detail kept as noindex.
https://blancareal.com/de/property/einheit-11-nylva-homes-manilva/,de,property,noindex,no,https://blancareal.com/de/property/einheit-11-nylva-homes-manilva/,dynamic_properties,PM0079-11,einheit-11-nylva-homes-manilva,,,,pending_legacy_mapping,medium,listing_type=unit status=sold public detail kept as noindex.
https://blancareal.com/de/property/einheit-12-nylva-homes-manilva/,de,property,indexable,yes,https://blancareal.com/de/property/einheit-12-nylva-homes-manilva/,dynamic_properties,PM0079-12,einheit-12-nylva-homes-manilva,,,,pending_legacy_mapping,high,listing_type=unit status=available public indexable detail URL.
https://blancareal.com/de/property/einheit-13-nylva-homes-manilva/,de,property,indexable,yes,https://blancareal.com/de/property/einheit-13-nylva-homes-manilva/,dynamic_properties,PM0079-13,einheit-13-nylva-homes-manilva,,,,pending_legacy_mapping,high,listing_type=unit status=available public indexable detail URL.
https://blancareal.com/de/property/einheit-14-nylva-homes-manilva/,de,property,indexable,yes,https://blancareal.com/de/property/einheit-14-nylva-homes-manilva/,dynamic_properties,PM0079-14,einheit-14-nylva-homes-manilva,,,,pending_legacy_mapping,high,listing_type=unit status=available public indexable detail URL.
https://blancareal.com/de/property/einheit-15-nylva-homes-manilva/,de,property,noindex,no,https://blancareal.com/de/property/einheit-15-nylva-homes-manilva/,dynamic_properties,PM0079-15,einheit-15-nylva-homes-manilva,,,,pending_legacy_mapping,medium,listing_type=unit status=sold public detail kept as noindex.
https://blancareal.com/de/property/einheit-16-nylva-homes-manilva/,de,property,noindex,no,https://blancareal.com/de/property/einheit-16-nylva-homes-manilva/,dynamic_properties,PM0079-16,einheit-16-nylva-homes-manilva,,,,pending_legacy_mapping,medium,listing_type=unit status=sold public detail kept as noindex.
https://blancareal.com/de/property/einheit-17-nylva-homes-manilva/,de,property,noindex,no,https://blancareal.com/de/property/einheit-17-nylva-homes-manilva/,dynamic_properties,PM0079-17,einheit-17-nylva-homes-manilva,,,,pending_legacy_mapping,medium,listing_type=unit status=sold public detail kept as noindex.
https://blancareal.com/de/property/einheit-18-nylva-homes-manilva/,de,property,indexable,yes,https://blancareal.com/de/property/einheit-18-nylva-homes-manilva/,dynamic_properties,PM0079-18,einheit-18-nylva-homes-manilva,,,,pending_legacy_mapping,high,listing_type=unit status=available public indexable detail URL.
https://blancareal.com/de/property/einheit-19-nylva-homes-manilva/,de,property,indexable,yes,https://blancareal.com/de/property/einheit-19-nylva-homes-manilva/,dynamic_properties,PM0079-19,einheit-19-nylva-homes-manilva,,,,pending_legacy_mapping,high,listing_type=unit status=available public indexable detail URL.
https://blancareal.com/de/property/einheit-2-nylva-homes-manilva/,de,property,indexable,yes,https://blancareal.com/de/property/einheit-2-nylva-homes-manilva/,dynamic_properties,PM0079-02,einheit-2-nylva-homes-manilva,,,,pending_legacy_mapping,high,listing_type=unit status=available public indexable detail URL.
